ï»¿Year,Month,Month_Number,Data_Item,Value,Units,Source
2025,March,3.0,"Pork chops, center cut, bone in retail price",4.498,Dollars per pound,BLS
2025,April,4.0,"Pork chops, center cut, bone in retail price",4.454,Dollars per pound,BLS
2025,May,5.0,"Pork chops, center cut, bone in retail price",4.505,Dollars per pound,BLS
2025,June,6.0,"Pork chops, center cut, bone in retail price",4.617,Dollars per pound,BLS
2025,July,7.0,"Pork chops, center cut, bone in retail price",4.607,Dollars per pound,BLS
2023,July,7.0,"Pork chops, boneless, retail price",4.473,Dollars per pound,BLS
2023,August,8.0,"Pork chops, boneless, retail price",4.556,Dollars per pound,BLS
2023,September,9.0,"Pork chops, boneless, retail price",4.558,Dollars per pound,BLS
2023,October,10.0,"Pork chops, boneless, retail price",4.767,Dollars per pound,BLS
2023,November,11.0,"Pork chops, boneless, retail price",4.629,Dollars per pound,BLS
2023,December,12.0,"Pork chops, boneless, retail price",4.557,Dollars per pound,BLS
2024,January,1.0,"Pork chops, boneless, retail price",4.524,Dollars per pound,BLS
2024,February,2.0,"Pork chops, boneless, retail price",4.377,Dollars per pound,BLS
2024,March,3.0,"Pork chops, boneless, retail price",4.527,Dollars per pound,BLS
2024,April,4.0,"Pork chops, boneless, retail price",4.511,Dollars per pound,BLS
2024,May,5.0,"Pork chops, boneless, retail price",4.634,Dollars per pound,BLS
2024,June,6.0,"Pork chops, boneless, retail price",4.589,Dollars per pound,BLS
2024,July,7.0,"Pork chops, boneless, retail price",4.652,Dollars per pound,BLS
2024,August,8.0,"Pork chops, boneless, retail price",4.622,Dollars per pound,BLS
2024,September,9.0,"Pork chops, boneless, retail price",4.615,Dollars per pound,BLS
2024,October,10.0,"Pork chops, boneless, retail price",4.585,Dollars per pound,BLS
2024,November,11.0,"Pork chops, boneless, retail price",4.874,Dollars per pound,BLS
2024,December,12.0,"Pork chops, boneless, retail price",4.658,Dollars per pound,BLS
2025,January,1.0,"Pork chops, boneless, retail price",4.53,Dollars per pound,BLS
2025,February,2.0,"Pork chops, boneless, retail price",4.558,Dollars per pound,BLS
2025,March,3.0,"Pork chops, boneless, retail price",4.771,Dollars per pound,BLS
2025,April,4.0,"Pork chops, boneless, retail price",4.609,Dollars per pound,BLS
2025,May,5.0,"Pork chops, boneless, retail price",4.601,Dollars per pound,BLS
2025,June,6.0,"Pork chops, boneless, retail price",4.618,Dollars per pound,BLS
2025,July,7.0,"Pork chops, boneless, retail price",4.691,Dollars per pound,BLS
2023,July,7.0,All pork chops retail price,4.238,Dollars per pound,BLS
2023,August,8.0,All pork chops retail price,4.359,Dollars per pound,BLS
2023,September,9.0,All pork chops retail price,4.327,Dollars per pound,BLS
2023,October,10.0,All pork chops retail price,4.452,Dollars per pound,BLS
2023,November,11.0,All pork chops retail price,4.343,Dollars per pound,BLS
2023,December,12.0,All pork chops retail price,4.256,Dollars per pound,BLS
2024,January,1.0,All pork chops retail price,4.236,Dollars per pound,BLS
2024,February,2.0,All pork chops retail price,4.157,Dollars per pound,BLS
2024,March,3.0,All pork chops retail price,4.256,Dollars per pound,BLS
2024,April,4.0,All pork chops retail price,4.235,Dollars per pound,BLS
2024,May,5.0,All pork chops retail price,4.391,Dollars per pound,BLS
2024,June,6.0,All pork chops retail price,4.397,Dollars per pound,BLS
2024,July,7.0,All pork chops retail price,4.409,Dollars per pound,BLS
2024,August,8.0,All pork chops retail price,4.403,Dollars per pound,BLS
2024,September,9.0,All pork chops retail price,4.328,Dollars per pound,BLS
2024,October,10.0,All pork chops retail price,4.273,Dollars per pound,BLS
2024,November,11.0,All pork chops retail price,4.43,Dollars per pound,BLS
2024,December,12.0,All pork chops retail price,4.308,Dollars per pound,BLS
2025,January,1.0,All pork chops retail price,4.249,Dollars per pound,BLS
2025,February,2.0,All pork chops retail price,4.226,Dollars per pound,BLS
2025,March,3.0,All pork chops retail price,4.341,Dollars per pound,BLS
2025,April,4.0,All pork chops retail price,4.244,Dollars per pound,BLS
2025,May,5.0,All pork chops retail price,4.22,Dollars per pound,BLS
2025,June,6.0,All pork chops retail price,4.264,Dollars per pound,BLS
2025,July,7.0,All pork chops retail price,4.333,Dollars per pound,BLS
2023,July,7.0,"Ham, boneless not canned retail price",5.889,Dollars per pound,BLS
2023,August,8.0,"Ham, boneless not canned retail price",5.895,Dollars per pound,BLS
2023,September,9.0,"Ham, boneless not canned retail price",5.882,Dollars per pound,BLS
2023,October,10.0,"Ham, boneless not canned retail price",5.766,Dollars per pound,BLS
2023,November,11.0,"Ham, boneless not canned retail price",5.528,Dollars per pound,BLS
2023,December,12.0,"Ham, boneless not canned retail price",5.497,Dollars per pound,BLS
2024,January,1.0,"Ham, boneless not canned retail price",5.532,Dollars per pound,BLS
2024,February,2.0,"Ham, boneless not canned retail price",5.666,Dollars per pound,BLS
2024,March,3.0,"Ham, boneless not canned retail price",5.572,Dollars per pound,BLS
2024,April,4.0,"Ham, boneless not canned retail price",5.594,Dollars per pound,BLS
2024,May,5.0,"Ham, boneless not canned retail price",5.668,Dollars per pound,BLS
2024,June,6.0,"Ham, boneless not canned retail price",5.567,Dollars per pound,BLS
2024,July,7.0,"Ham, boneless not canned retail price",5.727,Dollars per pound,BLS
2024,August,8.0,"Ham, boneless not canned retail price",5.633,Dollars per pound,BLS
2024,September,9.0,"Ham, boneless not canned retail price",5.63,Dollars per pound,BLS
2024,October,10.0,"Ham, boneless not canned retail price",5.67,Dollars per pound,BLS
2024,November,11.0,"Ham, boneless not canned retail price",5.63,Dollars per pound,BLS
2024,December,12.0,"Ham, boneless not canned retail price",5.458,Dollars per pound,BLS
2025,January,1.0,"Ham, boneless not canned retail price",5.476,Dollars per pound,BLS
2025,February,2.0,"Ham, boneless not canned retail price",5.52,Dollars per pound,BLS
2025,March,3.0,"Ham, boneless not canned retail price",5.603,Dollars per pound,BLS
2025,April,4.0,"Ham, boneless not canned retail price",5.473,Dollars per pound,BLS
2025,May,5.0,"Ham, boneless not canned retail price",5.453,Dollars per pound,BLS
2025,June,6.0,"Ham, boneless not canned retail price",5.379,Dollars per pound,BLS
2025,July,7.0,"Ham, boneless not canned retail price",5.685,Dollars per pound,BLS
2023,July,7.0,All ham (not canned or sliced) retail price,4.531,Dollars per pound,BLS
2023,August,8.0,All ham (not canned or sliced) retail price,4.569,Dollars per pound,BLS
2023,September,9.0,All ham (not canned or sliced) retail price,4.563,Dollars per pound,BLS
2023,October,10.0,All ham (not canned or sliced) retail price,4.662,Dollars per pound,BLS
2023,November,11.0,All ham (not canned or sliced) retail price,4.522,Dollars per pound,BLS
2023,December,12.0,All ham (not canned or sliced) retail price,4.4,Dollars per pound,BLS
2024,January,1.0,All ham (not canned or sliced) retail price,4.412,Dollars per pound,BLS
2024,February,2.0,All ham (not canned or sliced) retail price,4.517,Dollars per pound,BLS
2024,March,3.0,All ham (not canned or sliced) retail price,4.475,Dollars per pound,BLS
2024,April,4.0,All ham (not canned or sliced) retail price,4.487,Dollars per pound,BLS
2024,May,5.0,All ham (not canned or sliced) retail price,4.575,Dollars per pound,BLS
2024,June,6.0,All ham (not canned or sliced) retail price,4.562,Dollars per pound,BLS
2024,July,7.0,All ham (not canned or sliced) retail price,4.71,Dollars per pound,BLS
2024,August,8.0,All ham (not canned or sliced) retail price,4.691,Dollars per pound,BLS
2024,September,9.0,All ham (not canned or sliced) retail price,4.595,Dollars per pound,BLS
2024,October,10.0,All ham (not canned or sliced) retail price,4.66,Dollars per pound,BLS
2024,November,11.0,All ham (not canned or sliced) retail price,4.56,Dollars per pound,BLS
2024,December,12.0,All ham (not canned or sliced) retail price,4.406,Dollars per pound,BLS
2025,January,1.0,All ham (not canned or sliced) retail price,4.411,Dollars per pound,BLS
2025,February,2.0,All ham (not canned or sliced) retail price,4.428,Dollars per pound,BLS
2025,March,3.0,All ham (not canned or sliced) retail price,4.496,Dollars per pound,BLS
2025,April,4.0,All ham (not canned or sliced) retail price,4.451,Dollars per pound,BLS
2025,May,5.0,All ham (not canned or sliced) retail price,4.451,Dollars per pound,BLS
2025,June,6.0,All ham (not canned or sliced) retail price,4.401,Dollars per pound,BLS
2025,July,7.0,All ham (not canned or sliced) retail price,4.66,Dollars per pound,BLS
2023,July,7.0,All other pork excluding canned & sliced retail price,3.556,Dollars per pound,BLS
2023,August,8.0,All other pork excluding canned & sliced retail price,3.63,Dollars per pound,BLS
2023,September,9.0,All other pork excluding canned & sliced retail price,3.627,Dollars per pound,BLS
2023,October,10.0,All other pork excluding canned & sliced retail price,3.743,Dollars per pound,BLS
2023,November,11.0,All other pork excluding canned & sliced retail price,3.711,Dollars per pound,BLS
2023,December,12.0,All other pork excluding canned & sliced retail price,3.64,Dollars per pound,BLS
2024,January,1.0,All other pork excluding canned & sliced retail price,3.606,Dollars per pound,BLS
2024,February,2.0,All other pork excluding canned & sliced retail price,3.564,Dollars per pound,BLS
2024,March,3.0,All other pork excluding canned & sliced retail price,3.679,Dollars per pound,BLS
2024,April,4.0,All other pork excluding canned & sliced retail price,3.712,Dollars per pound,BLS
2024,May,5.0,All other pork excluding canned & sliced retail price,3.764,Dollars per pound,BLS
2024,June,6.0,All other pork excluding canned & sliced retail price,3.645,Dollars per pound,BLS
2024,July,7.0,All other pork excluding canned & sliced retail price,3.621,Dollars per pound,BLS
2024,August,8.0,All other pork excluding canned & sliced retail price,3.693,Dollars per pound,BLS
2024,September,9.0,All other pork excluding canned & sliced retail price,3.719,Dollars per pound,BLS
2024,October,10.0,All other pork excluding canned & sliced retail price,3.703,Dollars per pound,BLS
2024,November,11.0,All other pork excluding canned & sliced retail price,3.765,Dollars per pound,BLS
2024,December,12.0,All other pork excluding canned & sliced retail price,3.656,Dollars per pound,BLS
2025,January,1.0,All other pork excluding canned & sliced retail price,3.704,Dollars per pound,BLS
2025,February,2.0,All other pork excluding canned & sliced retail price,3.632,Dollars per pound,BLS
2025,March,3.0,All other pork excluding canned & sliced retail price,3.73,Dollars per pound,BLS
2025,April,4.0,All other pork excluding canned & sliced retail price,3.675,Dollars per pound,BLS
2025,May,5.0,All other pork excluding canned & sliced retail price,3.66,Dollars per pound,BLS
2025,June,6.0,All other pork excluding canned & sliced retail price,3.616,Dollars per pound,BLS
2025,July,7.0,All other pork excluding canned & sliced retail price,3.627,Dollars per pound,BLS
2023,July,7.0,Retail broiler composite,250.1,Cents per pound,ERS
2023,August,8.0,Retail broiler composite,252.6,Cents per pound,ERS
2023,September,9.0,Retail broiler composite,246.2,Cents per pound,ERS
2023,October,10.0,Retail broiler composite,247.6,Cents per pound,ERS
2023,November,11.0,Retail broiler composite,243.7,Cents per pound,ERS
2023,December,12.0,Retail broiler composite,244.2,Cents per pound,ERS
2024,January,1.0,Retail broiler composite,242.4,Cents per pound,ERS
2024,February,2.0,Retail broiler composite,237.4,Cents per pound,ERS
2024,March,3.0,Retail broiler composite,243.3,Cents per pound,ERS
2024,April,4.0,Retail broiler composite,241.1,Cents per pound,ERS
2024,May,5.0,Retail broiler composite,244.0,Cents per pound,ERS
2024,June,6.0,Retail broiler composite,240.3,Cents per pound,ERS
2024,July,7.0,Retail broiler composite,241.1,Cents per pound,ERS
2024,August,8.0,Retail broiler composite,244.1,Cents per pound,ERS
2024,September,9.0,Retail broiler composite,246.8,Cents per pound,ERS
2024,October,10.0,Retail broiler composite,244.8,Cents per pound,ERS
2024,November,11.0,Retail broiler composite,242.3,Cents per pound,ERS
2024,December,12.0,Retail broiler composite,243.4,Cents per pound,ERS
2025,January,1.0,Retail broiler composite,242.7,Cents per pound,ERS
2025,February,2.0,Retail broiler composite,243.1,Cents per pound,ERS
2025,March,3.0,Retail broiler composite,245.2,Cents per pound,ERS
2025,April,4.0,Retail broiler composite,244.8,Cents per pound,ERS
2025,May,5.0,Retail broiler composite,245.9,Cents per pound,ERS
2025,June,6.0,Retail broiler composite,249.4,Cents per pound,ERS
2025,July,7.0,Retail broiler composite,248.2,Cents per pound,ERS
2023,July,7.0,Wholesale broiler composite,91.6,Cents per pound,ERS
2023,August,8.0,Wholesale broiler composite,92.8,Cents per pound,ERS
2023,September,9.0,Wholesale broiler composite,96.0,Cents per pound,ERS
2023,October,10.0,Wholesale broiler composite,93.9,Cents per pound,ERS
2023,November,11.0,Wholesale broiler composite,92.4,Cents per pound,ERS
2023,December,12.0,Wholesale broiler composite,94.6,Cents per pound,ERS
2024,January,1.0,Wholesale broiler composite,96.5,Cents per pound,ERS
2024,February,2.0,Wholesale broiler composite,99.6,Cents per pound,ERS
2024,March,3.0,Wholesale broiler composite,106.6,Cents per pound,ERS
2024,April,4.0,Wholesale broiler composite,107.1,Cents per pound,ERS
2024,May,5.0,Wholesale broiler composite,113.0,Cents per pound,ERS
2024,June,6.0,Wholesale broiler composite,116.3,Cents per pound,ERS
2024,July,7.0,Wholesale broiler composite,117.5,Cents per pound,ERS
2024,August,8.0,Wholesale broiler composite,115.1,Cents per pound,ERS
2024,September,9.0,Wholesale broiler composite,114.0,Cents per pound,ERS
2024,October,10.0,Wholesale broiler composite,110.1,Cents per pound,ERS
2024,November,11.0,Wholesale broiler composite,116.9,Cents per pound,ERS
2024,December,12.0,Wholesale broiler composite,110.7,Cents per pound,ERS
2025,January,1.0,Wholesale broiler composite,111.0,Cents per pound,ERS
2025,February,2.0,Wholesale broiler composite,121.7,Cents per pound,ERS
2025,March,3.0,Wholesale broiler composite,107.7,Cents per pound,ERS
2025,April,4.0,Wholesale broiler composite,117.0,Cents per pound,ERS
2025,May,5.0,Wholesale broiler composite,117.0,Cents per pound,ERS
2025,June,6.0,Wholesale broiler composite,117.8,Cents per pound,ERS
2025,July,7.0,Wholesale broiler composite,116.8,Cents per pound,ERS
2023,July,7.0,Wholesale-retail broiler spread,158.5,Cents per pound,ERS
2023,August,8.0,Wholesale-retail broiler spread,159.8,Cents per pound,ERS
2023,September,9.0,Wholesale-retail broiler spread,150.2,Cents per pound,ERS
2023,October,10.0,Wholesale-retail broiler spread,153.7,Cents per pound,ERS
2023,November,11.0,Wholesale-retail broiler spread,151.3,Cents per pound,ERS
2023,December,12.0,Wholesale-retail broiler spread,149.6,Cents per pound,ERS
2024,January,1.0,Wholesale-retail broiler spread,145.9,Cents per pound,ERS
2024,February,2.0,Wholesale-retail broiler spread,137.8,Cents per pound,ERS
2024,March,3.0,Wholesale-retail broiler spread,136.7,Cents per pound,ERS
2024,April,4.0,Wholesale-retail broiler spread,134.0,Cents per pound,ERS
2024,May,5.0,Wholesale-retail broiler spread,131.0,Cents per pound,ERS
2024,June,6.0,Wholesale-retail broiler spread,124.0,Cents per pound,ERS
2024,July,7.0,Wholesale-retail broiler spread,123.6,Cents per pound,ERS
2024,August,8.0,Wholesale-retail broiler spread,129.0,Cents per pound,ERS
2024,September,9.0,Wholesale-retail broiler spread,132.8,Cents per pound,ERS
2024,October,10.0,Wholesale-retail broiler spread,134.7,Cents per pound,ERS
2024,November,11.0,Wholesale-retail broiler spread,125.4,Cents per pound,ERS
2024,December,12.0,Wholesale-retail broiler spread,132.7,Cents per pound,ERS
2025,January,1.0,Wholesale-retail broiler spread,131.7,Cents per pound,ERS
2025,February,2.0,Wholesale-retail broiler spread,121.4,Cents per pound,ERS
2025,March,3.0,Wholesale-retail broiler spread,137.5,Cents per pound,ERS
2025,April,4.0,Wholesale-retail broiler spread,127.8,Cents per pound,ERS
2025,May,5.0,Wholesale-retail broiler spread,128.9,Cents per pound,ERS
2025,June,6.0,Wholesale-retail broiler spread,131.6,Cents per pound,ERS
2025,July,7.0,Wholesale-retail broiler spread,131.4,Cents per pound,ERS
2023,July,7.0,"Chicken, fresh whole retail price",1.891,Dollars per pound,BLS
2023,August,8.0,"Chicken, fresh whole retail price",1.958,Dollars per pound,BLS
2023,September,9.0,"Chicken, fresh whole retail price",1.901,Dollars per pound,BLS
2023,October,10.0,"Chicken, fresh whole retail price",1.926,Dollars per pound,BLS
2023,November,11.0,"Chicken, fresh whole retail price",1.976,Dollars per pound,BLS
2023,December,12.0,"Chicken, fresh whole retail price",1.955,Dollars per pound,BLS
2024,January,1.0,"Chicken, fresh whole retail price",1.987,Dollars per pound,BLS
2024,February,2.0,"Chicken, fresh whole retail price",1.951,Dollars per pound,BLS
2024,March,3.0,"Chicken, fresh whole retail price",1.991,Dollars per pound,BLS
2024,April,4.0,"Chicken, fresh whole retail price",1.953,Dollars per pound,BLS
2024,May,5.0,"Chicken, fresh whole retail price",2.013,Dollars per pound,BLS
2024,June,6.0,"Chicken, fresh whole retail price",2.007,Dollars per pound,BLS
2024,July,7.0,"Chicken, fresh whole retail price",1.988,Dollars per pound,BLS
2024,August,8.0,"Chicken, fresh whole retail price",1.988,Dollars per pound,BLS
2024,September,9.0,"Chicken, fresh whole retail price",1.979,Dollars per pound,BLS
2024,October,10.0,"Chicken, fresh whole retail price",1.987,Dollars per pound,BLS
2024,November,11.0,"Chicken, fresh whole retail price",2.076,Dollars per pound,BLS
2024,December,12.0,"Chicken, fresh whole retail price",2.061,Dollars per pound,BLS
2025,January,1.0,"Chicken, fresh whole retail price",2.061,Dollars per pound,BLS
2025,February,2.0,"Chicken, fresh whole retail price",2.051,Dollars per pound,BLS
2025,March,3.0,"Chicken, fresh whole retail price",2.064,Dollars per pound,BLS
2025,April,4.0,"Chicken, fresh whole retail price",2.059,Dollars per pound,BLS
2025,May,5.0,"Chicken, fresh whole retail price",2.061,Dollars per pound,BLS
2025,June,6.0,"Chicken, fresh whole retail price",2.086,Dollars per pound,BLS
2025,July,7.0,"Chicken, fresh whole retail price",2.078,Dollars per pound,BLS
2023,July,7.0,Chicken legs bone-in retail price,2.025,Dollars per pound,BLS
2023,August,8.0,Chicken legs bone-in retail price,2.031,Dollars per pound,BLS
2023,September,9.0,Chicken legs bone-in retail price,1.899,Dollars per pound,BLS
2023,October,10.0,Chicken legs bone-in retail price,1.917,Dollars per pound,BLS
2023,November,11.0,Chicken legs bone-in retail price,1.851,Dollars per pound,BLS
2023,December,12.0,Chicken legs bone-in retail price,1.856,Dollars per pound,BLS
2024,January,1.0,Chicken legs bone-in retail price,1.825,Dollars per pound,BLS
2024,February,2.0,Chicken legs bone-in retail price,1.752,Dollars per pound,BLS
2024,March,3.0,Chicken legs bone-in retail price,1.821,Dollars per pound,BLS
2024,April,4.0,Chicken legs bone-in retail price,1.815,Dollars per pound,BLS
2024,May,5.0,Chicken legs bone-in retail price,1.833,Dollars per pound,BLS
2024,June,6.0,Chicken legs bone-in retail price,1.771,Dollars per pound,BLS
2024,July,7.0,Chicken legs bone-in retail price,1.786,Dollars per pound,BLS
2024,August,8.0,Chicken legs bone-in retail price,1.835,Dollars per pound,BLS
2024,September,9.0,Chicken legs bone-in retail price,1.873,Dollars per pound,BLS
2024,October,10.0,Chicken legs bone-in retail price,1.83,Dollars per pound,BLS
2024,November,11.0,Chicken legs bone-in retail price,1.77,Dollars per pound,BLS
2024,December,12.0,Chicken legs bone-in retail price,1.781,Dollars per pound,BLS
2025,January,1.0,Chicken legs bone-in retail price,1.791,Dollars per pound,BLS
2025,February,2.0,Chicken legs bone-in retail price,1.792,Dollars per pound,BLS
2025,March,3.0,Chicken legs bone-in retail price,1.805,Dollars per pound,BLS
2025,April,4.0,Chicken legs bone-in retail price,1.789,Dollars per pound,BLS
2025,May,5.0,Chicken legs bone-in retail price,1.785,Dollars per pound,BLS
2025,June,6.0,Chicken legs bone-in retail price,1.815,Dollars per pound,BLS
2025,July,7.0,Chicken legs bone-in retail price,1.799,Dollars per pound,BLS
2023,July,7.0,Chicken boneless breast retail price,4.141,Dollars per pound,BLS
2023,August,8.0,Chicken boneless breast retail price,4.179,Dollars per pound,BLS
2023,September,9.0,Chicken boneless breast retail price,4.229,Dollars per pound,BLS
2023,October,10.0,Chicken boneless breast retail price,4.222,Dollars per pound,BLS
2023,November,11.0,Chicken boneless breast retail price,4.06,Dollars per pound,BLS
2023,December,12.0,Chicken boneless breast retail price,4.082,Dollars per pound,BLS
2024,January,1.0,Chicken boneless breast retail price,4.086,Dollars per pound,BLS
2024,February,2.0,Chicken boneless breast retail price,4.105,Dollars per pound,BLS
2024,March,3.0,Chicken boneless breast retail price,4.106,Dollars per pound,BLS
2024,April,4.0,Chicken boneless breast retail price,4.061,Dollars per pound,BLS
2024,May,5.0,Chicken boneless breast retail price,4.118,Dollars per pound,BLS
2024,June,6.0,Chicken boneless breast retail price,4.046,Dollars per pound,BLS
2024,July,7.0,Chicken boneless breast retail price,3.946,Dollars per pound,BLS
2024,August,8.0,Chicken boneless breast retail price,3.952,Dollars per pound,BLS
2024,September,9.0,Chicken boneless breast retail price,3.974,Dollars per pound,BLS
2024,October,10.0,Chicken boneless breast retail price,4.037,Dollars per pound,BLS
2024,November,11.0,Chicken boneless breast retail price,4.011,Dollars per pound,BLS
2024,December,12.0,Chicken boneless breast retail price,4.104,Dollars per pound,BLS
2025,January,1.0,Chicken boneless breast retail price,3.969,Dollars per pound,BLS
2025,February,2.0,Chicken boneless breast retail price,4.079,Dollars per pound,BLS
2025,March,3.0,Chicken boneless breast retail price,4.16,Dollars per pound,BLS
2025,April,4.0,Chicken boneless breast retail price,4.18,Dollars per pound,BLS
2025,May,5.0,Chicken boneless breast retail price,4.216,Dollars per pound,BLS
2025,June,6.0,Chicken boneless breast retail price,4.239,Dollars per pound,BLS
2025,July,7.0,Chicken boneless breast retail price,4.204,Dollars per pound,BLS
2023,July,7.0,"Eggs, Grade A large retail price",2.094,Dollars per dozen,BLS
2023,August,8.0,"Eggs, Grade A large retail price",2.043,Dollars per dozen,BLS
2023,September,9.0,"Eggs, Grade A large retail price",2.065,Dollars per dozen,BLS
2023,October,10.0,"Eggs, Grade A large retail price",2.072,Dollars per dozen,BLS
2023,November,11.0,"Eggs, Grade A large retail price",2.138,Dollars per dozen,BLS
2023,December,12.0,"Eggs, Grade A large retail price",2.507,Dollars per dozen,BLS
2024,January,1.0,"Eggs, Grade A large retail price",2.522,Dollars per dozen,BLS
2024,February,2.0,"Eggs, Grade A large retail price",2.996,Dollars per dozen,BLS
2024,March,3.0,"Eggs, Grade A large retail price",2.992,Dollars per dozen,BLS
2024,April,4.0,"Eggs, Grade A large retail price",2.864,Dollars per dozen,BLS
2024,May,5.0,"Eggs, Grade A large retail price",2.699,Dollars per dozen,BLS
2024,June,6.0,"Eggs, Grade A large retail price",2.715,Dollars per dozen,BLS
2024,July,7.0,"Eggs, Grade A large retail price",3.08,Dollars per dozen,BLS
2024,August,8.0,"Eggs, Grade A large retail price",3.204,Dollars per dozen,BLS
2024,September,9.0,"Eggs, Grade A large retail price",3.821,Dollars per dozen,BLS
2024,October,10.0,"Eggs, Grade A large retail price",3.37,Dollars per dozen,BLS
2024,November,11.0,"Eggs, Grade A large retail price",3.649,Dollars per dozen,BLS
2024,December,12.0,"Eggs, Grade A large retail price",4.146,Dollars per dozen,BLS
2025,January,1.0,"Eggs, Grade A large retail price",4.953,Dollars per dozen,BLS
2025,February,2.0,"Eggs, Grade A large retail price",5.897,Dollars per dozen,BLS
2025,March,3.0,"Eggs, Grade A large retail price",6.227,Dollars per dozen,BLS
2025,April,4.0,"Eggs, Grade A large retail price",5.122,Dollars per dozen,BLS
2025,May,5.0,"Eggs, Grade A large retail price",4.548,Dollars per dozen,BLS
2025,June,6.0,"Eggs, Grade A large retail price",3.775,Dollars per dozen,BLS
2025,July,7.0,"Eggs, Grade A large retail price",3.599,Dollars per dozen,BLS
2023,July,7.0,"Eggs, Grade A large wholesale price",1.182,Dollars per dozen,AMS
2023,August,8.0,"Eggs, Grade A large wholesale price",1.305,Dollars per dozen,AMS
2023,September,9.0,"Eggs, Grade A large wholesale price",1.467,Dollars per dozen,AMS
2023,October,10.0,"Eggs, Grade A large wholesale price",1.242,Dollars per dozen,AMS
2023,November,11.0,"Eggs, Grade A large wholesale price",1.91,Dollars per dozen,AMS
2023,December,12.0,"Eggs, Grade A large wholesale price",1.982,Dollars per dozen,AMS
2024,January,1.0,"Eggs, Grade A large wholesale price",2.165,Dollars per dozen,AMS
2024,February,2.0,"Eggs, Grade A large wholesale price",3.179,Dollars per dozen,AMS
2024,March,3.0,"Eggs, Grade A large wholesale price",2.322,Dollars per dozen,AMS
2024,April,4.0,"Eggs, Grade A large wholesale price",2.497,Dollars per dozen,AMS
2024,May,5.0,"Eggs, Grade A large wholesale price",1.779,Dollars per dozen,AMS
2024,June,6.0,"Eggs, Grade A large wholesale price",2.524,Dollars per dozen,AMS
2024,July,7.0,"Eggs, Grade A large wholesale price",2.471,Dollars per dozen,AMS
2024,August,8.0,"Eggs, Grade A large wholesale price",3.802,Dollars per dozen,AMS
2024,September,9.0,"Eggs, Grade A large wholesale price",3.467,Dollars per dozen,AMS
2024,October,10.0,"Eggs, Grade A large wholesale price",2.723,Dollars per dozen,AMS
2024,November,11.0,"Eggs, Grade A large wholesale price",4.264,Dollars per dozen,AMS
2024,December,12.0,"Eggs, Grade A large wholesale price",4.486,Dollars per dozen,AMS
2025,January,1.0,"Eggs, Grade A large wholesale price",6.412,Dollars per dozen,AMS
2025,February,2.0,"Eggs, Grade A large wholesale price",8.222,Dollars per dozen,AMS
2025,March,3.0,"Eggs, Grade A large wholesale price",5.127,Dollars per dozen,AMS
2025,April,4.0,"Eggs, Grade A large wholesale price",3.697,Dollars per dozen,AMS
2025,May,5.0,"Eggs, Grade A large wholesale price",3.452,Dollars per dozen,AMS
2025,June,6.0,"Eggs, Grade A large wholesale price",3.014,Dollars per dozen,AMS
2025,July,7.0,"Eggs, Grade A large wholesale price",3.385,Dollars per dozen,AMS
2023,July,7.0,"Eggs, Grade A, large, retail minus wholesale price",0.912,Dollars per dozen,ERS
2023,August,8.0,"Eggs, Grade A, large, retail minus wholesale price",0.738,Dollars per dozen,ERS
2023,September,9.0,"Eggs, Grade A, large, retail minus wholesale price",0.598,Dollars per dozen,ERS
2023,October,10.0,"Eggs, Grade A, large, retail minus wholesale price",0.83,Dollars per dozen,ERS
2023,November,11.0,"Eggs, Grade A, large, retail minus wholesale price",0.228,Dollars per dozen,ERS
2023,December,12.0,"Eggs, Grade A, large, retail minus wholesale price",0.525,Dollars per dozen,ERS
2024,January,1.0,"Eggs, Grade A, large, retail minus wholesale price",0.357,Dollars per dozen,ERS
2024,February,2.0,"Eggs, Grade A, large, retail minus wholesale price",-0.183,Dollars per dozen,ERS
2024,March,3.0,"Eggs, Grade A, large, retail minus wholesale price",0.67,Dollars per dozen,ERS
2024,April,4.0,"Eggs, Grade A, large, retail minus wholesale price",0.367,Dollars per dozen,ERS
2024,May,5.0,"Eggs, Grade A, large, retail minus wholesale price",0.92,Dollars per dozen,ERS
2024,June,6.0,"Eggs, Grade A, large, retail minus wholesale price",0.191,Dollars per dozen,ERS
2024,July,7.0,"Eggs, Grade A, large, retail minus wholesale price",0.609,Dollars per dozen,ERS
2024,August,8.0,"Eggs, Grade A, large, retail minus wholesale price",-0.598,Dollars per dozen,ERS
2024,September,9.0,"Eggs, Grade A, large, retail minus wholesale price",0.354,Dollars per dozen,ERS
2024,October,10.0,"Eggs, Grade A, large, retail minus wholesale price",0.647,Dollars per dozen,ERS
2024,November,11.0,"Eggs, Grade A, large, retail minus wholesale price",-0.615,Dollars per dozen,ERS
2024,December,12.0,"Eggs, Grade A, large, retail minus wholesale price",-0.34,Dollars per dozen,ERS
2025,January,1.0,"Eggs, Grade A, large, retail minus wholesale price",-1.459,Dollars per dozen,ERS
2025,February,2.0,"Eggs, Grade A, large, retail minus wholesale price",-2.325,Dollars per dozen,ERS
2025,March,3.0,"Eggs, Grade A, large, retail minus wholesale price",1.1,Dollars per dozen,ERS
2025,April,4.0,"Eggs, Grade A, large, retail minus wholesale price",1.425,Dollars per dozen,ERS
2025,May,5.0,"Eggs, Grade A, large, retail minus wholesale price",1.096,Dollars per dozen,ERS
